PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,YEAR,MONTH
6964.00,DL,Delta Air Lines Inc.,10423,AUS,10721,BOS,2026,1
6964.00,WN,Southwest Airlines Co.,12191,HOU,11540,ELP,2026,1
6965.00,LH,Lufthansa German Airlines,12264,IAD,11760,FRA,2026,2
6966.00,DL,Delta Air Lines Inc.,11433,DTW,12972,LHR,2026,1
6966.00,WN,Southwest Airlines Co.,14635,RSW,13204,MCO,2026,1
6967.00,F9,Frontier Airlines Inc.,12953,LGA,13204,MCO,2026,2
6967.00,PT,Piedmont Airlines,10868,CAE,11057,CLT,2026,1
6967.00,UA,United Air Lines Inc.,12173,HNL,12266,IAH,2026,2
6967.00,UA,United Air Lines Inc.,14771,SFO,12169,HND,2026,1
6968.00,NK,Spirit Air Lines,12892,LAX,11618,EWR,2026,1
6969.00,AA,American Airlines Inc.,10411,AUA,11057,CLT,2026,1
6969.00,KE,Korean Air Lines Co. Ltd.,12264,IAD,12277,ICN,2026,1
6969.00,LA,LATAM Airlines Group SA dba Lan Airlines,13303,MIA,11625,EZE,2026,1
6970.00,NK,Spirit Air Lines,14122,PIT,13204,MCO,2026,1
