PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,YEAR,MONTH
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10185,AEX,10466,AZA,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10185,AEX,11540,ELP,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10292,AMS,13198,MCI,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10466,AZA,10172,ADW,2026,1
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11032,CUN,10466,AZA,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11066,CMH,13198,MCI,2026,1
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,10466,AZA,2026,1
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,14312,PVR,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,16163,YQB,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13487,MSP,14492,RDU,2026,2
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14533,RIV,10423,AUS,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10157,ACV,10800,BUR,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10325,APA,14530,RIL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10325,APA,14570,RNO,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10329,APF,12264,IAD,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10329,APF,13898,OPF,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10372,ASE,11292,DEN,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10519,BCT,10329,APF,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10519,BCT,11697,FLL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10519,BCT,14027,PBI,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10540,BED,14332,PYM,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10540,BED,14685,SAV,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,10372,ASE,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,14771,SFO,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,14908,SNA,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10849,BZN,15167,TEB,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",10994,CHS,14050,PDK,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11109,COS,10630,BJC,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,11921,GJT,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,12264,IAD,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,14832,SJD,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11292,DEN,10372,ASE,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",11433,DTW,12264,IAD,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",11503,EGE,14107,PHX,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11697,FLL,10329,APF,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",11697,FLL,10444,AXA,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11697,FLL,10519,BCT,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11697,FLL,10599,BHM,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",11697,FLL,15030,SUA,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11697,FLL,15167,TEB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11714,FMY,12264,IAD,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11789,FTW,11259,DAL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",11789,FTW,11697,FLL,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",11868,GCM,12264,IAD,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12124,HHH,15628,VRB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,10519,BCT,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,10540,BED,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,11259,DAL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,11697,FLL,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,11899,GFL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,12124,HHH,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,13898,OPF,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,14332,PYM,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,15167,TEB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,15167,TEB,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12211,HSH,14530,RIL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12244,HVN,15167,TEB,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12247,HWD,14252,PSC,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,11433,DTW,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,11433,DTW,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,11697,FLL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,12197,HPN,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,14027,PBI,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,15167,TEB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12266,IAH,11697,FLL,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",12337,IN2,10849,BZN,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12441,JAC,13232,MDW,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,10849,BZN,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,14530,RIL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,10519,BCT,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,10800,BUR,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15447,UGN,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15447,UGN,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,10444,AXA,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,14027,PBI,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,14027,PBI,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,15167,TEB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13541,MVY,15167,TEB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,10329,APF,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,11697,FLL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,12441,JAC,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,14635,RSW,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",13930,ORD,13232,MDW,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,14262,PSP,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,14986,SRQ,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14107,PHX,10372,ASE,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",14113,PIH,12441,JAC,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",14252,PSC,12247,HWD,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14262,PSP,12441,JAC,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14262,PSP,14027,PBI,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14332,PYM,14986,SRQ,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",14332,PYM,15167,TEB,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14635,RSW,13898,OPF,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",14685,SAV,12197,HPN,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,15618,VNY,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14843,SJU,15084,SXM,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",14908,SNA,12892,LAX,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",14986,SRQ,11868,GCM,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",14986,SRQ,15167,TEB,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",15030,SUA,11697,FLL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15084,SXM,10519,BCT,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,10599,BHM,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,11433,DTW,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,11697,FLL,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12197,HPN,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12244,HVN,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,13232,MDW,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,13541,MVY,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15346,TSS,15167,TEB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,13232,MDW,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,13232,MDW,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,13898,OPF,2026,2
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,14320,PWK,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15481,UOX,14109,PIB,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,10800,BUR,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,14107,PHX,2026,1
0.00,27Q,"Jet Aviation Flight Services, Inc.",15628,VRB,12264,IAD,2026,1
0.00,2NQ,LIMA NY Corp d/b/a Fly The Whale,12244,HVN,16832,NYS,2026,1
0.00,2NQ,LIMA NY Corp d/b/a Fly The Whale,16832,NYS,12244,HVN,2026,1
0.00,2O,Island Air Service,10056,A43,10278,ALZ,2026,1
0.00,2O,Island Air Service,10056,A43,10278,ALZ,2026,2
0.00,2O,Island Air Service,10056,A43,10324,AOS,2026,1
0.00,2O,Island Air Service,10056,A43,12782,KPR,2026,1
0.00,2O,Island Air Service,10056,A43,12782,KPR,2026,2
0.00,2O,Island Air Service,10056,A43,12785,KPY,2026,1
0.00,2O,Island Air Service,10056,A43,12785,KPY,2026,2
0.00,2O,Island Air Service,10056,A43,12854,KWP,2026,1
0.00,2O,Island Air Service,10056,A43,12869,KZB,2026,2
0.00,2O,Island Air Service,10056,A43,15091,SYB,2026,1
0.00,2O,Island Air Service,10056,A43,15091,SYB,2026,2
0.00,2O,Island Air Service,10056,A43,15446,UGI,2026,1
0.00,2O,Island Air Service,12782,KPR,10056,A43,2026,2
0.00,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,13560,MXP,11618,EWR,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",10821,BWI,13198,MCI,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",10821,BWI,13303,MIA,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",11066,CMH,13232,MDW,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",11193,CVG,13303,MIA,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",11618,EWR,13198,MCI,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",11697,FLL,13303,MIA,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",12339,IND,11618,EWR,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",12884,LAN,10821,BWI,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",12884,LAN,11003,CID,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",12884,LAN,12339,IND,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",12884,LAN,14100,PHL,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",12892,LAX,11603,EUG,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",12892,LAX,12884,LAN,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",12892,LAX,13303,MIA,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",12892,LAX,13485,MSN,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",13029,LNK,13105,LUK,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,11638,FAT,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,14711,SCE,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,14831,SJC,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",13232,MDW,13029,LNK,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,11697,FLL,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,13303,MIA,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,13487,MSP,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,14635,RSW,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",13342,MKE,10990,CHO,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13485,MSN,14100,PHL,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",13485,MSN,14122,PIT,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13487,MSP,11066,CMH,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13796,OAK,14100,PHL,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",13930,ORD,12884,LAN,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",13930,ORD,12892,LAX,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",14100,PHL,12892,LAX,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",14100,PHL,13303,MIA,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",14100,PHL,16091,YIP,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",14492,RDU,14100,PHL,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",14492,RDU,15249,TLH,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",14635,RSW,11075,CMW,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",14711,SCE,11067,CMI,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",14716,SCK,11066,CMH,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",14831,SJC,12892,LAX,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",14831,SJC,14716,SCK,2026,2
0.00,37Q,"Eastern Air Express, LLC (EAX)",15356,TTN,10821,BWI,2026,1
0.00,37Q,"Eastern Air Express, LLC (EAX)",16091,YIP,12884,LAN,2026,1
0.00,3AQ,"Maritime Helicopters, Inc.",12184,HOM,12184,HOM,2026,1
0.00,3AQ,"Maritime Helicopters, Inc.",15086,SXQ,12184,HOM,2026,1
0.00,3AQ,"Maritime Helicopters, Inc.",16803,A5K,11924,GKN,2026,1
0.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12892,LAX,15618,VNY,2026,2
0.00,3S,AeroLogic GmbH,10397,ATL,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,10397,ATL,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,10397,ATL,12938,LEJ,2026,1
0.00,3S,AeroLogic GmbH,10752,BRU,11193,CVG,2026,1
0.00,3S,AeroLogic GmbH,10752,BRU,11193,CVG,2026,2
0.00,3S,AeroLogic GmbH,10752,BRU,13930,ORD,2026,1
0.00,3S,AeroLogic GmbH,10752,BRU,13930,ORD,2026,2
0.00,3S,AeroLogic GmbH,11193,CVG,10752,BRU,2026,1
0.00,3S,AeroLogic GmbH,11193,CVG,11548,EMA,2026,1
0.00,3S,AeroLogic GmbH,11193,CVG,12938,LEJ,2026,1
0.00,3S,AeroLogic GmbH,11193,CVG,12938,LEJ,2026,2
0.00,3S,AeroLogic GmbH,11298,DFW,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,11298,DFW,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,10397,ATL,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,10397,ATL,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,11298,DFW,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,11298,DFW,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,12266,IAH,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,12266,IAH,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,12478,JFK,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,12478,JFK,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,12892,LAX,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,12892,LAX,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,13930,ORD,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,13930,ORD,2026,2
0.00,3S,AeroLogic GmbH,11760,FRA,14747,SEA,2026,1
0.00,3S,AeroLogic GmbH,11760,FRA,14747,SEA,2026,2
0.00,3S,AeroLogic GmbH,12143,HKG,11193,CVG,2026,1
0.00,3S,AeroLogic GmbH,12143,HKG,11193,CVG,2026,2
0.00,3S,AeroLogic GmbH,12143,HKG,12892,LAX,2026,1
0.00,3S,AeroLogic GmbH,12143,HKG,12892,LAX,2026,2
0.00,3S,AeroLogic GmbH,12266,IAH,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,12266,IAH,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,12266,IAH,15053,SVG,2026,1
0.00,3S,AeroLogic GmbH,12266,IAH,15053,SVG,2026,2
0.00,3S,AeroLogic GmbH,12478,JFK,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,12478,JFK,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,12892,LAX,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,12892,LAX,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,12892,LAX,12938,LEJ,2026,1
0.00,3S,AeroLogic GmbH,12892,LAX,12938,LEJ,2026,2
0.00,3S,AeroLogic GmbH,12938,LEJ,11193,CVG,2026,1
0.00,3S,AeroLogic GmbH,12938,LEJ,11193,CVG,2026,2
0.00,3S,AeroLogic GmbH,13744,NRT,11193,CVG,2026,1
0.00,3S,AeroLogic GmbH,13744,NRT,11193,CVG,2026,2
0.00,3S,AeroLogic GmbH,13930,ORD,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,13930,ORD,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,13930,ORD,14918,SNN,2026,2
0.00,3S,AeroLogic GmbH,13930,ORD,16271,YYZ,2026,1
0.00,3S,AeroLogic GmbH,13930,ORD,16271,YYZ,2026,2
0.00,3S,AeroLogic GmbH,14309,PVG,12892,LAX,2026,1
0.00,3S,AeroLogic GmbH,14309,PVG,12892,LAX,2026,2
0.00,3S,AeroLogic GmbH,14747,SEA,11760,FRA,2026,1
0.00,3S,AeroLogic GmbH,14747,SEA,11760,FRA,2026,2
0.00,3S,AeroLogic GmbH,15113,SZX,10397,ATL,2026,1
0.00,3S,AeroLogic GmbH,15113,SZX,11193,CVG,2026,1
0.00,3S,AeroLogic GmbH,15113,SZX,11193,CVG,2026,2
0.00,3S,AeroLogic GmbH,15113,SZX,12892,LAX,2026,1
0.00,3S,AeroLogic GmbH,15113,SZX,12892,LAX,2026,2
0.00,3S,AeroLogic GmbH,16271,YYZ,11298,DFW,2026,1
0.00,3S,AeroLogic GmbH,16271,YYZ,11298,DFW,2026,2
0.00,3S,AeroLogic GmbH,16271,YYZ,13930,ORD,2026,1
0.00,3S,AeroLogic GmbH,16271,YYZ,13930,ORD,2026,2
0.00,4W,Warbelow,10040,A27,11630,FAI,2026,1
0.00,4W,Warbelow,10040,A27,11630,FAI,2026,2
0.00,4W,Warbelow,10313,ANV,11630,FAI,2026,1
0.00,4W,Warbelow,10313,ANV,11630,FAI,2026,2
0.00,4W,Warbelow,10313,ANV,12676,KGX,2026,1
0.00,4W,Warbelow,10313,ANV,13196,MCG,2026,1
0.00,4W,Warbelow,10783,BTT,10184,AET,2026,1
0.00,4W,Warbelow,10938,CEM,11630,FAI,2026,1
0.00,4W,Warbelow,10938,CEM,11630,FAI,2026,2
0.00,4W,Warbelow,10938,CEM,12370,IRC,2026,1
0.00,4W,Warbelow,11630,FAI,10313,ANV,2026,1
0.00,4W,Warbelow,11630,FAI,10313,ANV,2026,2
0.00,4W,Warbelow,11630,FAI,10349,ARC,2026,2
0.00,4W,Warbelow,11630,FAI,10938,CEM,2026,1
0.00,4W,Warbelow,11630,FAI,11630,FAI,2026,1
0.00,4W,Warbelow,11630,FAI,11630,FAI,2026,2
0.00,4W,Warbelow,11630,FAI,11833,FYU,2026,2
0.00,4W,Warbelow,11630,FAI,11844,GAL,2026,2
0.00,4W,Warbelow,11630,FAI,12087,HCR,2026,1
0.00,4W,Warbelow,11630,FAI,12676,KGX,2026,1
0.00,4W,Warbelow,11630,FAI,13196,MCG,2026,1
0.00,4W,Warbelow,11630,FAI,13676,NIB,2026,2
0.00,4W,Warbelow,11630,FAI,14559,RMP,2026,2
0.00,4W,Warbelow,11630,FAI,14816,SHX,2026,2
0.00,4W,Warbelow,11630,FAI,15725,WBQ,2026,2
0.00,4W,Warbelow,11630,FAI,15725,WBQ,2026,2
0.00,4W,Warbelow,11844,GAL,12615,KAL,2026,1
0.00,4W,Warbelow,11844,GAL,13768,NUL,2026,2
0.00,4W,Warbelow,12087,HCR,10313,ANV,2026,1
0.00,4W,Warbelow,12615,KAL,11630,FAI,2026,2
0.00,4W,Warbelow,13381,MLY,11630,FAI,2026,1
0.00,4W,Warbelow,13676,NIB,11630,FAI,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10184,AET,11630,FAI,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10245,AKN,10299,ANC,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10245,AKN,10299,ANC,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10245,AKN,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10245,AKN,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10304,ANI,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10304,ANI,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10551,BET,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10551,BET,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,10917,CDB,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,11336,DLG,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,11336,DLG,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,13873,OME,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,13873,OME,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,13970,OTZ,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,13970,OTZ,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,15478,UNK,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,ANC,15478,UNK,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10304,ANI,10299,ANC,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10304,ANI,10299,ANC,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10551,BET,10299,ANC,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10551,BET,10299,ANC,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10917,CDB,10299,ANC,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11336,DLG,10299,ANC,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11336,DLG,10299,ANC,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11415,DRT,12598,JZT,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10184,AET,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10247,AKP,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10247,AKP,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10349,ARC,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10754,BRW,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10775,BTI,2026,1
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,10775,BTI,2026,2
0.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,FAI,11463,EAA,2026,1
